sys_id,company_sys_id,company_name,state,priority,category,short_description,opened_at,resolved_at,assignment_group,reopen_count
e3763af64431f79db322cc33ba094b49,d338d8641dbe4a295424e50dde932c25,NovaCompute Co,Open,Critical,Network,Slow query performance on reporting tables,2026-06-11 03:00:00,,L2-Support,1
d4c602b9932ac34637e76c6c2df740c0,d338d8641dbe4a295424e50dde932c25,NovaCompute Co,Open,High,Network,Dashboard fails to load for some users,2026-07-03 22:00:00,,SecOps,1
353207a8089b5f192b8f7cec943c9b56,d338d8641dbe4a295424e50dde932c25,NovaCompute Co,Open,Critical,Database,API rate-limit errors on data sync,2026-05-31 19:00:00,,Network-Ops,1
3cfb6dffcc40b215e3896652f73b6dfd,d338d8641dbe4a295424e50dde932c25,NovaCompute Co,Open,High,Performance,Dashboard fails to load for some users,2026-06-18 06:00:00,,L2-Support,0
b834d53ec37ae7daa1500f9e2ea81bd4,d338d8641dbe4a295424e50dde932c25,NovaCompute Co,Open,Low,Hardware,Batch export job failing intermittently,2026-05-06 00:00:00,,SecOps,1
262c6414aa5ed64c391fedae5decf586,d338d8641dbe4a295424e50dde932c25,NovaCompute Co,Open,Low,Database,Mobile app crashes on startup,2026-07-14 00:00:00,,DBA,0
0e2c3754079b99c65cb43d452455da5d,d338d8641dbe4a295424e50dde932c25,NovaCompute Co,Closed,Low,Access,User unable to reset password,2026-03-13 00:00:00,2026-03-26 00:00:00,L2-Support,1
8133b4f204a38210b746418cfff8d0f5,d338d8641dbe4a295424e50dde932c25,NovaCompute Co,Closed,Critical,Performance,Backup job did not complete overnight,2025-11-09 00:00:00,2025-12-03 00:00:00,DBA,1
e62eacbdf7587647a650b9621e16140e,d338d8641dbe4a295424e50dde932c25,NovaCompute Co,Closed,Critical,Access,Slow query performance on reporting tables,2025-08-10 00:00:00,2025-08-23 00:00:00,L1-Support,2
7a964cd95f113f70ea52863b03301998,2f562c417804c0a78a60756aca9fd3a1,ApexLink Industries,Closed,Moderate,Database,Webhook deliveries failing with 500 errors,2025-10-26 00:00:00,2025-11-18 00:00:00,Network-Ops,1
1658c52571d67d4ed2eb8de8e2b8884b,2f562c417804c0a78a60756aca9fd3a1,ApexLink Industries,Closed,Moderate,Security,License activation not recognized,2025-11-01 00:00:00,2025-11-11 00:00:00,SecOps,0
56a339bd02f513c23d1e9f7670c74856,2f562c417804c0a78a60756aca9fd3a1,ApexLink Industries,Closed,Critical,Network,Permission denied on shared folder,2026-02-19 00:00:00,2026-02-20 00:00:00,L1-Support,1
f7844e2690d27ee61cbcf3f761d2822c,2f562c417804c0a78a60756aca9fd3a1,ApexLink Industries,Closed,Moderate,Database,Data discrepancy between source and warehouse,2025-07-02 00:00:00,2025-07-11 00:00:00,L2-Support,1
c2b97c7a222e2a03f9f946b1515de184,768fd1a8f561a63bb8a64cfd3ed4a4de,UnionLink Corp,Closed,Critical,Hardware,Batch export job failing intermittently,2025-06-03 00:00:00,2025-06-16 00:00:00,Network-Ops,0
6406f1417dc7bb5ae43ef784826b1497,e6dcd9d34f84ff1937f74ddecd2a0f90,RidgeData Systems,Open,Moderate,Software,Backup job did not complete overnight,2026-07-01 00:00:00,,Network-Ops,1
682b41a6e927f2f9015c005ca44be40c,e6dcd9d34f84ff1937f74ddecd2a0f90,RidgeData Systems,Closed,Critical,Access,File upload times out over 50MB,2026-04-26 00:00:00,2026-05-07 00:00:00,L1-Support,1
464e781843d5f8657fb3a88276803ead,e6dcd9d34f84ff1937f74ddecd2a0f90,RidgeData Systems,Closed,Low,Software,User unable to reset password,2025-07-06 00:00:00,2025-07-07 00:00:00,L2-Support,1
301cf48faa9e77a692dd948f04d79956,762a99c671c92ae403f68f6f007549a8,CrownWave Group,Open,Moderate,Network,Mobile app crashes on startup,2026-05-13 00:00:00,,L1-Support,0
a096931cb901c75d512e330aa601158f,762a99c671c92ae403f68f6f007549a8,CrownWave Group,Closed,Critical,Performance,Two-factor codes not being received,2026-01-06 00:00:00,2026-01-20 00:00:00,SecOps,1
08ee492bf6d90e768b43916cb6299c43,447428f097b69bb11692a463e90f9c9d,BeaconSphere Co,Open,Critical,Database,SSO login errors after password reset,2026-06-01 20:00:00,,L1-Support,2
8c0a24c70d43a04eeba4ed2133043433,447428f097b69bb11692a463e90f9c9d,BeaconSphere Co,Closed,Low,Network,Email notifications delayed,2026-04-10 00:00:00,2026-05-01 00:00:00,L2-Support,2
5019848c4f49467847f144e67ff01698,58368f30fe9e8435a865ce80eb1c3e0b,CopperData LLC,Open,Low,Network,API rate-limit errors on data sync,2026-05-29 00:00:00,,DBA,1
8d93eeb8f9a6f89b460cb051b54dd8fb,fe9a938ffa9a599ca812a4f19e764de8,SilverVision Partners,Open,Critical,Network,VPN latency spikes for remote users,2026-03-28 11:00:00,,L2-Support,1
9ed53f7d79484947ac8846291bb45deb,fe9a938ffa9a599ca812a4f19e764de8,SilverVision Partners,Open,High,Database,Mobile app crashes on startup,2026-06-23 16:00:00,,Network-Ops,1
9fd065657cf13f3a8e07ccb6f65e5380,fe9a938ffa9a599ca812a4f19e764de8,SilverVision Partners,Open,Critical,Database,Batch export job failing intermittently,2026-06-20 00:00:00,,Network-Ops,1
e55ff3bf8f53039e52a222c046ecb86b,fe9a938ffa9a599ca812a4f19e764de8,SilverVision Partners,Open,High,Security,Permission denied on shared folder,2026-04-01 14:00:00,,L2-Support,0
db07cc82f1ffa70b44b42027a5557ca2,fe9a938ffa9a599ca812a4f19e764de8,SilverVision Partners,Open,Low,Software,Integration connector disconnected,2026-05-10 00:00:00,,SecOps,2
6d231013246fab2653ab784ca40ba7cb,fe9a938ffa9a599ca812a4f19e764de8,SilverVision Partners,Closed,Moderate,Performance,Email notifications delayed,2025-05-31 00:00:00,2025-06-17 00:00:00,Network-Ops,1
6919cf9831a57989944538f11b4332e3,6f7a8aac0858f80b52514ac5f3de9e14,VertexWorks Group,Open,Critical,Hardware,Database connection pool exhausted,2026-05-03 22:00:00,,SecOps,0
13c2ddad71f541ee154f3b42560b44e8,92a2deec428ae7d9bad98f0e04d0af4d,IronVision Co,Open,Critical,Access,Export to CSV missing columns,2026-05-20 18:00:00,,SecOps,2
a1beac1a14792a28ec5a91aa0818cf25,92a2deec428ae7d9bad98f0e04d0af4d,IronVision Co,Open,High,Hardware,API rate-limit errors on data sync,2026-04-30 11:00:00,,L1-Support,1
2acafa24c7c58916ac00cc7282e36ad3,92a2deec428ae7d9bad98f0e04d0af4d,IronVision Co,Open,Critical,Hardware,Data discrepancy between source and warehouse,2026-05-23 10:00:00,,Network-Ops,2
279d3bf271a515e9bd80321194b1309e,92a2deec428ae7d9bad98f0e04d0af4d,IronVision Co,Open,High,Security,API rate-limit errors on data sync,2026-06-04 03:00:00,,L2-Support,0
82f1cac31c4008e06180a55783c86a0e,92a2deec428ae7d9bad98f0e04d0af4d,IronVision Co,Open,Critical,Network,Latency in real-time event stream,2026-05-08 20:00:00,,L1-Support,0
fc1bfcfa68f2267a743d84a48924a9b4,92a2deec428ae7d9bad98f0e04d0af4d,IronVision Co,Open,High,Access,License activation not recognized,2026-06-26 21:00:00,,L2-Support,1
c8d75c4333ad079df971ca788f0eab85,92a2deec428ae7d9bad98f0e04d0af4d,IronVision Co,Open,Critical,Performance,Email notifications delayed,2026-04-28 03:00:00,,Network-Ops,2
bf8f57aad294a8f3bbcb6024332fd897,92a2deec428ae7d9bad98f0e04d0af4d,IronVision Co,Open,Low,Database,Export to CSV missing columns,2026-04-15 00:00:00,,SecOps,2
e810f955898a286cbb83f5324b7e97f7,92a2deec428ae7d9bad98f0e04d0af4d,IronVision Co,Open,Moderate,Network,Backup job did not complete overnight,2026-03-31 00:00:00,,L2-Support,1
60cbdfe288f413e33e93dc9a4f8bdcdf,92a2deec428ae7d9bad98f0e04d0af4d,IronVision Co,Closed,Moderate,Software,Scheduled report not delivered,2025-05-30 00:00:00,2025-06-19 00:00:00,DBA,2
e6ad64d538fafa18481106fc6ed54f79,92a2deec428ae7d9bad98f0e04d0af4d,IronVision Co,Closed,High,Performance,Bulk import rejected invalid rows,2025-05-29 00:00:00,2025-06-11 00:00:00,DBA,0
f5055cf9f2141fab945e686104c5cc2b,92a2deec428ae7d9bad98f0e04d0af4d,IronVision Co,Closed,Low,Security,Search returns stale results,2026-02-08 00:00:00,2026-02-12 00:00:00,Network-Ops,2
b881134fd0ae25ccb88614b9836b6e91,029b9a0ac24a2d8fb6363faa361360a9,CedarPulse Group,Open,Low,Access,Dashboard fails to load for some users,2026-03-20 00:00:00,,Network-Ops,2
e04c38e91bdd6eada3e6b07d6750414a,029b9a0ac24a2d8fb6363faa361360a9,CedarPulse Group,Open,Moderate,Performance,User unable to reset password,2026-06-07 00:00:00,,Network-Ops,0
1951b1878d59192affc5e7bf16ae0a23,029b9a0ac24a2d8fb6363faa361360a9,CedarPulse Group,Closed,Moderate,Hardware,User unable to reset password,2026-03-01 00:00:00,2026-03-04 00:00:00,SecOps,1
76c052cad96f299e18baa07a5a1a2c91,11bbfd0af41bd27daffa1d525325089e,CobaltNetworks Corp,Open,Critical,Security,Search returns stale results,2026-05-24 17:00:00,,SecOps,2
6d1cb3d22a637153f741471251a8b23d,11bbfd0af41bd27daffa1d525325089e,CobaltNetworks Corp,Open,High,Performance,Bulk import rejected invalid rows,2026-06-25 10:00:00,,SecOps,0
8e9ec4f53f2169cef7d5401c109e7d48,11bbfd0af41bd27daffa1d525325089e,CobaltNetworks Corp,Open,Critical,Performance,File upload times out over 50MB,2026-05-28 16:00:00,,L2-Support,0
6297f983d5b14c57dd83356bc94cf575,11bbfd0af41bd27daffa1d525325089e,CobaltNetworks Corp,Open,High,Performance,Integration connector disconnected,2026-05-26 01:00:00,,DBA,2
3968242a2a11077bbe404237703351a0,11bbfd0af41bd27daffa1d525325089e,CobaltNetworks Corp,Open,Critical,Security,Webhook deliveries failing with 500 errors,2026-06-06 02:00:00,,L2-Support,2
54b858c3f55da7f7ca509fb2998fb5f8,11bbfd0af41bd27daffa1d525325089e,CobaltNetworks Corp,Open,High,Software,Batch export job failing intermittently,2026-05-10 05:00:00,,DBA,2
b3bd16dc22b7b6cb46c864b12a9d9c2e,11bbfd0af41bd27daffa1d525325089e,CobaltNetworks Corp,Open,Critical,Security,Two-factor codes not being received,2026-06-04 05:00:00,,L1-Support,0
0ec568cc485415b7351944a15be19743,11bbfd0af41bd27daffa1d525325089e,CobaltNetworks Corp,Open,High,Network,API rate-limit errors on data sync,2026-04-05 15:00:00,,L1-Support,1
62f3109f2b590f9b3f6b5de093c04d78,11bbfd0af41bd27daffa1d525325089e,CobaltNetworks Corp,Open,Critical,Performance,Backup job did not complete overnight,2026-04-18 22:00:00,,DBA,2
fef69ee0071e47ab0ee157a8e88ac131,11bbfd0af41bd27daffa1d525325089e,CobaltNetworks Corp,Open,High,Software,Integration connector disconnected,2026-07-11 13:00:00,,DBA,1
adaa11c38c834fe7c24597bdc99c2575,11bbfd0af41bd27daffa1d525325089e,CobaltNetworks Corp,Open,Critical,Network,Dashboard fails to load for some users,2026-05-04 15:00:00,,Network-Ops,1
806ed4b7a78f16e5a6da53f904e3b2f7,11bbfd0af41bd27daffa1d525325089e,CobaltNetworks Corp,Open,High,Access,Backup job did not complete overnight,2026-06-13 14:00:00,,L1-Support,0
ee09f4fb6e2274b5212c91f336bf18f6,11bbfd0af41bd27daffa1d525325089e,CobaltNetworks Corp,Closed,High,Access,Latency in real-time event stream,2025-07-19 00:00:00,2025-08-09 00:00:00,DBA,0
f6c08df836befd8a030a0a5803e17d48,11bbfd0af41bd27daffa1d525325089e,CobaltNetworks Corp,Closed,Low,Access,Export to CSV missing columns,2025-10-03 00:00:00,2025-10-11 00:00:00,Network-Ops,1
f8f8555d7fb9b25b4068e52742c3ae79,11bbfd0af41bd27daffa1d525325089e,CobaltNetworks Corp,Closed,Critical,Performance,API rate-limit errors on data sync,2025-08-16 00:00:00,2025-08-23 00:00:00,DBA,1
1ca2963ab06561c8d6a4d25ab597d9a5,03525f3ad18ee592e320f32bd87ae40d,CobaltDigital Holdings,Open,Critical,Security,Two-factor codes not being received,2026-06-03 13:00:00,,DBA,2
8dde9bada02a5f03d19fd5b7a7e65c22,03525f3ad18ee592e320f32bd87ae40d,CobaltDigital Holdings,Open,Moderate,Database,User unable to reset password,2026-06-25 00:00:00,,Network-Ops,0
167f50d0a70cfda556fbb459d149c4de,03525f3ad18ee592e320f32bd87ae40d,CobaltDigital Holdings,Open,Moderate,Access,Database connection pool exhausted,2026-07-04 00:00:00,,L1-Support,0
515475cb64aa7bfa8fbe1a0536d6efdd,03525f3ad18ee592e320f32bd87ae40d,CobaltDigital Holdings,Closed,High,Access,License activation not recognized,2026-05-23 00:00:00,2026-06-11 00:00:00,DBA,1
c45ecca5634af37fddeaf1f8b788d0ee,03525f3ad18ee592e320f32bd87ae40d,CobaltDigital Holdings,Closed,Critical,Hardware,Permission denied on shared folder,2026-03-22 00:00:00,2026-03-27 00:00:00,L2-Support,1
561b7848483348307cd58524bebe04c0,03525f3ad18ee592e320f32bd87ae40d,CobaltDigital Holdings,Closed,Low,Software,Search returns stale results,2026-02-14 00:00:00,2026-03-09 00:00:00,SecOps,2
4e58df45f3251ae2c810ad4e4f6b2f53,03525f3ad18ee592e320f32bd87ae40d,CobaltDigital Holdings,Closed,Low,Hardware,Bulk import rejected invalid rows,2025-08-11 00:00:00,2025-08-20 00:00:00,SecOps,1
dab93f8fe522da5ec0dc682fdca9eeea,47bfd4445377802d6f2fc4ee05110ebb,NovaForge Technologies,Open,Critical,Performance,SSO login errors after password reset,2026-05-27 16:00:00,,Network-Ops,0
c457de1b2f27cac8df628667b800a61c,47bfd4445377802d6f2fc4ee05110ebb,NovaForge Technologies,Open,High,Software,License activation not recognized,2026-06-09 06:00:00,,SecOps,2
2db390e0a3a781afa8e126e899734a6c,47bfd4445377802d6f2fc4ee05110ebb,NovaForge Technologies,Open,Critical,Software,Data discrepancy between source and warehouse,2026-05-13 19:00:00,,L2-Support,2
36126cb8c0ad7e34fb214ac345b937be,47bfd4445377802d6f2fc4ee05110ebb,NovaForge Technologies,Open,Low,Network,User unable to reset password,2026-07-15 00:00:00,,DBA,2
90d6489cf642cd2c1accd871277412c0,47bfd4445377802d6f2fc4ee05110ebb,NovaForge Technologies,Open,Low,Security,Scheduled report not delivered,2026-06-17 00:00:00,,SecOps,0
2fb4a6e29cc440e99aedc1ce0513fb04,2382c8e25ecef2135bc33e6c3fc8884a,NorthDynamics Group,Open,Moderate,Database,VPN latency spikes for remote users,2026-03-21 00:00:00,,SecOps,0
07c5a26dc633ebeee1199f64b8527d26,2382c8e25ecef2135bc33e6c3fc8884a,NorthDynamics Group,Open,Low,Software,Permission denied on shared folder,2026-05-17 00:00:00,,L2-Support,2
560b3617b5d4e48d10f6247a80e2f3b2,2382c8e25ecef2135bc33e6c3fc8884a,NorthDynamics Group,Closed,Moderate,Access,Scheduled report not delivered,2026-04-04 00:00:00,2026-04-05 00:00:00,DBA,0
3995e4ee9182f1f8faa4ffea676bb8c4,2382c8e25ecef2135bc33e6c3fc8884a,NorthDynamics Group,Closed,Critical,Database,Two-factor codes not being received,2025-06-05 00:00:00,2025-06-24 00:00:00,SecOps,2
e94bf9b8acb40ae34c0f3770a09368e0,2382c8e25ecef2135bc33e6c3fc8884a,NorthDynamics Group,Closed,Critical,Access,Database connection pool exhausted,2025-08-12 00:00:00,2025-08-20 00:00:00,L2-Support,0
8ecfe765b4b6c01aae7c66792f479c95,2382c8e25ecef2135bc33e6c3fc8884a,NorthDynamics Group,Closed,Low,Network,Slow query performance on reporting tables,2025-06-22 00:00:00,2025-07-13 00:00:00,L1-Support,1
d91fceece9944c958406548f1799bc60,b043a493d655621493a5f3521df3485f,PacificSystems Industries,Open,Critical,Security,Search returns stale results,2026-03-22 03:00:00,,Network-Ops,2
87e2fb38ddfecab12a7e83dbf9aa152a,b043a493d655621493a5f3521df3485f,PacificSystems Industries,Open,High,Network,File upload times out over 50MB,2026-04-06 19:00:00,,L1-Support,0
69da0577b87f520b18aa1c91f0cb7b3b,b043a493d655621493a5f3521df3485f,PacificSystems Industries,Open,Critical,Security,Data discrepancy between source and warehouse,2026-03-30 03:00:00,,Network-Ops,2
bd8c1a9d61a917b6a68a6e351366e4b8,b043a493d655621493a5f3521df3485f,PacificSystems Industries,Open,High,Access,Permission denied on shared folder,2026-05-27 18:00:00,,L1-Support,1
5e1ced9bee288a453d93af60baa3d99b,b043a493d655621493a5f3521df3485f,PacificSystems Industries,Open,Critical,Database,Email notifications delayed,2026-05-09 05:00:00,,DBA,0
7c28cc354793544efbd254dd364b1f39,b043a493d655621493a5f3521df3485f,PacificSystems Industries,Open,High,Performance,Two-factor codes not being received,2026-05-14 04:00:00,,L1-Support,2
74591795c0cbe3095a743ca6bcc8e8b2,b043a493d655621493a5f3521df3485f,PacificSystems Industries,Open,Critical,Hardware,Integration connector disconnected,2026-06-30 03:00:00,,L2-Support,2
4aa1d19ef798d1414d3784c3d8d74a15,b043a493d655621493a5f3521df3485f,PacificSystems Industries,Open,High,Performance,Two-factor codes not being received,2026-05-12 17:00:00,,Network-Ops,1
ea44ddad3733f211cb49b458df2180e9,b043a493d655621493a5f3521df3485f,PacificSystems Industries,Open,Critical,Performance,API rate-limit errors on data sync,2026-06-06 05:00:00,,DBA,2
5f53492f7a3b055e9775926301619ed5,b043a493d655621493a5f3521df3485f,PacificSystems Industries,Open,Low,Network,License activation not recognized,2026-03-30 00:00:00,,Network-Ops,2
ea18065c30a4efc33b85208fdcfb58f4,b043a493d655621493a5f3521df3485f,PacificSystems Industries,Open,Moderate,Access,Bulk import rejected invalid rows,2026-05-08 00:00:00,,DBA,1
891cee730954dad5a831307ad1315a94,b043a493d655621493a5f3521df3485f,PacificSystems Industries,Closed,High,Hardware,Bulk import rejected invalid rows,2025-10-25 00:00:00,2025-10-28 00:00:00,L2-Support,2
f38fa07d92caebde188854f307040c0e,b043a493d655621493a5f3521df3485f,PacificSystems Industries,Closed,Low,Hardware,Two-factor codes not being received,2026-04-30 00:00:00,2026-05-13 00:00:00,DBA,0
41d07a8b292f3620b52355bac7cc143f,b043a493d655621493a5f3521df3485f,PacificSystems Industries,Closed,Critical,Access,Scheduled report not delivered,2025-08-24 00:00:00,2025-08-30 00:00:00,Network-Ops,1
06197e2b9c215cf9b76e427c702576e1,b043a493d655621493a5f3521df3485f,PacificSystems Industries,Closed,Low,Software,VPN latency spikes for remote users,2026-03-25 00:00:00,2026-04-05 00:00:00,DBA,0
7cc9d0e5cec6ca51133afa12d926efec,bf505637cdb431fb997975ca513e7c10,ApexVision Corp,Open,Critical,Database,Two-factor codes not being received,2026-05-20 16:00:00,,DBA,1
e0ea6449a349787f2fb85b5e1b03a034,bf505637cdb431fb997975ca513e7c10,ApexVision Corp,Open,High,Network,Email notifications delayed,2026-04-02 14:00:00,,DBA,0
4656228e9e8f7b18e8bf41f74636c9ae,bf505637cdb431fb997975ca513e7c10,ApexVision Corp,Open,Critical,Software,Data discrepancy between source and warehouse,2026-07-15 02:00:00,,L2-Support,1
978ff7618875244b50af0a38f3d251ad,bf505637cdb431fb997975ca513e7c10,ApexVision Corp,Open,High,Performance,Latency in real-time event stream,2026-06-09 05:00:00,,L1-Support,1
512032d2e42d78e696456adb99dca9b3,bf505637cdb431fb997975ca513e7c10,ApexVision Corp,Open,Moderate,Network,Export to CSV missing columns,2026-06-02 00:00:00,,SecOps,0
d4c2e161b4a331a4aab0d2f261dde109,bf505637cdb431fb997975ca513e7c10,ApexVision Corp,Open,Moderate,Database,SSO login errors after password reset,2026-03-24 00:00:00,,Network-Ops,1
4b279796ab7dce7099ec54aa25d07f4d,bf505637cdb431fb997975ca513e7c10,ApexVision Corp,Closed,Critical,Performance,SSO login errors after password reset,2026-05-15 00:00:00,2026-06-08 00:00:00,L2-Support,2
10094bee7f8f1c840b306dcb6d58b590,bf505637cdb431fb997975ca513e7c10,ApexVision Corp,Closed,Moderate,Hardware,Search returns stale results,2025-09-22 00:00:00,2025-10-04 00:00:00,L1-Support,2
c9c97d4ccdaba487fdce0fca73b093ac,bf505637cdb431fb997975ca513e7c10,ApexVision Corp,Closed,Moderate,Software,File upload times out over 50MB,2025-05-25 00:00:00,2025-06-01 00:00:00,L1-Support,2
c6a26a2617f7541dc7703524e15dce0d,48f67d77cb86a3f04ffab2e6dfa8e436,NorthDigital Solutions,Closed,Critical,Access,Dashboard fails to load for some users,2026-06-07 00:00:00,2026-06-16 00:00:00,L2-Support,1
8f493bcd60163c0bec40182ccc56df06,48f67d77cb86a3f04ffab2e6dfa8e436,NorthDigital Solutions,Closed,Low,Hardware,Database connection pool exhausted,2026-02-01 00:00:00,2026-02-23 00:00:00,L1-Support,2
1b6196228b40ba1c6bc15a4c9ae16131,48f67d77cb86a3f04ffab2e6dfa8e436,NorthDigital Solutions,Closed,Low,Access,Batch export job failing intermittently,2026-04-23 00:00:00,2026-05-04 00:00:00,DBA,1
5b0093fda84982ff8850c5fe3ca75cc0,9c1e92ba633f96eb05a5211ff8fc2753,AuroraLink Group,Open,Moderate,Performance,SSO login errors after password reset,2026-05-18 00:00:00,,Network-Ops,2
5f8fcd94e755124e22f54ccf071bffce,9c1e92ba633f96eb05a5211ff8fc2753,AuroraLink Group,Closed,High,Security,Data discrepancy between source and warehouse,2025-05-27 00:00:00,2025-06-19 00:00:00,SecOps,2
98d6a80d25d2793d1c9417ef01967a16,9c1e92ba633f96eb05a5211ff8fc2753,AuroraLink Group,Closed,Low,Database,License activation not recognized,2025-08-13 00:00:00,2025-08-25 00:00:00,L2-Support,1
7c4f759f8d9a0e6611fcfa8b1c3e5832,c679caba569fec2d0359fe3950c07da2,PioneerDigital Technologies,Open,Critical,Security,Scheduled report not delivered,2026-05-01 21:00:00,,SecOps,1
3446a79a3846c3c5e153091a14f7a173,c679caba569fec2d0359fe3950c07da2,PioneerDigital Technologies,Open,High,Hardware,Email notifications delayed,2026-05-11 09:00:00,,SecOps,0
c2821ae71f802daa025f354d215b2a93,c679caba569fec2d0359fe3950c07da2,PioneerDigital Technologies,Open,Critical,Software,Search returns stale results,2026-04-17 10:00:00,,L1-Support,0
3555b42a39e6685319d046ab8353fc1c,c679caba569fec2d0359fe3950c07da2,PioneerDigital Technologies,Closed,Moderate,Software,User unable to reset password,2026-05-31 00:00:00,2026-06-10 00:00:00,DBA,0
38efcb29eeba0772a5d19172fdbe3c62,c679caba569fec2d0359fe3950c07da2,PioneerDigital Technologies,Closed,Moderate,Database,User unable to reset password,2026-05-01 00:00:00,2026-05-22 00:00:00,DBA,1
5398b4839064d86040faeb7d4da0fe69,c679caba569fec2d0359fe3950c07da2,PioneerDigital Technologies,Closed,Critical,Database,SSO login errors after password reset,2026-01-05 00:00:00,2026-01-25 00:00:00,Network-Ops,1
cc1d49ac7ded6b92b75347f7f7b623fc,05e466c3819bc83be0ffcbe029275478,NorthLogic Partners,Open,Moderate,Hardware,Export to CSV missing columns,2026-04-23 00:00:00,,SecOps,1
515f1a202cce2199c6b0869dcc7aa385,05e466c3819bc83be0ffcbe029275478,NorthLogic Partners,Open,Moderate,Software,Slow query performance on reporting tables,2026-07-14 00:00:00,,L1-Support,2
5824509016e8523ce0d22f9beadc185b,05e466c3819bc83be0ffcbe029275478,NorthLogic Partners,Closed,High,Hardware,License activation not recognized,2026-03-13 00:00:00,2026-03-25 00:00:00,DBA,1
2daf644e0ba2348dc7de0a1e514fcf72,8133cdd44c7aea0eeb9120a4cca82e75,LarkMetric Industries,Open,Critical,Hardware,Scheduled report not delivered,2026-04-12 00:00:00,,DBA,2
3cdfb8de1010cd65b4eff8fe04c4fa58,8133cdd44c7aea0eeb9120a4cca82e75,LarkMetric Industries,Open,High,Software,File upload times out over 50MB,2026-04-23 01:00:00,,Network-Ops,2
4c917458cd08e8f7d6cbf41f16dbf081,8133cdd44c7aea0eeb9120a4cca82e75,LarkMetric Industries,Open,Critical,Software,Slow query performance on reporting tables,2026-06-28 16:00:00,,L2-Support,0
6178db25cc77d244b3f0cb857a3123c3,8133cdd44c7aea0eeb9120a4cca82e75,LarkMetric Industries,Open,High,Hardware,License activation not recognized,2026-04-07 05:00:00,,DBA,0
a8fdf999ecb4f3aa9eb6d64d67d82fdc,8133cdd44c7aea0eeb9120a4cca82e75,LarkMetric Industries,Open,Critical,Network,Mobile app crashes on startup,2026-07-06 16:00:00,,DBA,1
04b06cea6e0ba47d83ddc81e55f04a03,8133cdd44c7aea0eeb9120a4cca82e75,LarkMetric Industries,Open,High,Database,Bulk import rejected invalid rows,2026-06-08 15:00:00,,Network-Ops,2
fc1fca32e1e648ff9ae524e7cd10d5ed,8133cdd44c7aea0eeb9120a4cca82e75,LarkMetric Industries,Closed,Low,Performance,Integration connector disconnected,2026-05-04 00:00:00,2026-05-16 00:00:00,L1-Support,2
be34b42fa6ab2c69848720f2f7106777,8133cdd44c7aea0eeb9120a4cca82e75,LarkMetric Industries,Closed,High,Database,Permission denied on shared folder,2025-08-30 00:00:00,2025-09-18 00:00:00,DBA,1
5bd89d59e9ad6f87d147359749bd4faf,64af2251fc3b8e36add03020006e656f,BrightLink Industries,Open,Moderate,Access,API rate-limit errors on data sync,2026-07-11 00:00:00,,SecOps,0
d0aa117e36847d7c4259879f39df9d8d,64af2251fc3b8e36add03020006e656f,BrightLink Industries,Closed,Moderate,Software,Slow query performance on reporting tables,2025-09-13 00:00:00,2025-10-02 00:00:00,DBA,2
fb9acc5715c8ef165d9d212e6e355df6,64af2251fc3b8e36add03020006e656f,BrightLink Industries,Closed,High,Database,Integration connector disconnected,2025-10-24 00:00:00,2025-11-02 00:00:00,Network-Ops,1
d2a24903f768e98234f56eaa04b42288,4c33646769a77da97af5410b9717be54,Consolidated Stream Co,Open,Critical,Hardware,User unable to reset password,2026-04-08 17:00:00,,Network-Ops,1
56226b1422c085717f3cfd90849ecb0f,4c33646769a77da97af5410b9717be54,Consolidated Stream Co,Open,Moderate,Hardware,Backup job did not complete overnight,2026-06-24 00:00:00,,L2-Support,1
045ae74fd29c9e8e954746d208c221e3,4c33646769a77da97af5410b9717be54,Consolidated Stream Co,Closed,Moderate,Software,Scheduled report not delivered,2026-05-17 00:00:00,2026-06-08 00:00:00,L2-Support,0
adbf11252056f2f68111b288ec1aa3c6,59e211f74d65c0afcab6f10919b866b1,MeridianData Systems,Open,Critical,Access,SSO login errors after password reset,2026-05-08 20:00:00,,Network-Ops,0
e8bf0ea64658e99fa0d6d72848271bb8,59e211f74d65c0afcab6f10919b866b1,MeridianData Systems,Open,High,Network,Data discrepancy between source and warehouse,2026-06-12 07:00:00,,SecOps,1
eafd08cfc2f0d536592212f097250b10,59e211f74d65c0afcab6f10919b866b1,MeridianData Systems,Closed,High,Security,Certificate expired on internal endpoint,2026-01-02 00:00:00,2026-01-22 00:00:00,SecOps,0
ccdf149582f78c56baf528b8fe51515a,59e211f74d65c0afcab6f10919b866b1,MeridianData Systems,Closed,Low,Performance,Certificate expired on internal endpoint,2026-03-12 00:00:00,2026-03-24 00:00:00,DBA,1
f76b3a151564f2da36b5730c54632d6c,9fcb34d7c268e9de6a0880a36ebbd0a5,AuroraCompute Solutions,Open,Critical,Security,Integration connector disconnected,2026-07-05 02:00:00,,SecOps,0
368f9e03237ae1c6ceb9dc1b03aad542,9fcb34d7c268e9de6a0880a36ebbd0a5,AuroraCompute Solutions,Open,High,Software,Database connection pool exhausted,2026-05-15 23:00:00,,DBA,2
6d4e469b89a079c0e31c430899c65c45,9fcb34d7c268e9de6a0880a36ebbd0a5,AuroraCompute Solutions,Open,Critical,Software,Bulk import rejected invalid rows,2026-06-12 20:00:00,,L1-Support,0
