sys_id,name,country,account_manager
926227fe471a5f82853f3bbddcd3324e,HarborWorks Global,AU,Diego Kim
3c689ea832d063036243c252bd0b19f2,PioneerData Global,US,Elena Haddad
8a3691ec5cd2909008553478a8232632,ApexData Global,DE,Yara Patel
868d310342e3443658e03d95743f6088,Consolidated Stream Group,AU,Priya Silva
6908bee3de38a3407b4a6b93222f4b5e,SummitWorks Industries,DE,Omar Rossi
7e9f536fb21b148f48f04474b07dee65,Meridian Digital Corp,DE,Elena Larsson
f4fb3bd402a05a256cd93e4ebb94f097,IronCloud Co,IN,Ingrid Moreau
150e2ddcc5a7834de977e69baaf97e88,NovaTech Industries,US,Yara Nguyen
e5c27cc823159c28bce3b8c9dae1ea51,HarborCompute Co,BR,Elena Okafor
b592bf80f10cbfdd8083090a952ce250,TitanLogic Technologies,US,Aisha Nguyen
cfd974449eae9fc1bb4354aa91d362d8,Meridian Nexus Holdings,UK,Lucia Okafor
ea95359f509520b3ba310bb89741108d,SterlingByte Global,SG,Ravi Novak
968e63fcb95894882402300bf2958a81,SterlingCompute Holdings,DE,Chen Patel
37bc8d4c1b06594455c583417da9097c,MeridianPulse Group,IN,Sean Costa
b14e4934c845c1998e402c2d2638d236,BlueFabric Partners,AU,Ingrid Andersen
a7d34ba1dd65fcdbb6095b12df3c4e17,BeaconVision Systems,SG,Sean Costa
794b161724fe7c91502747064892cb20,AuroraLabs Co,US,Yara Patel
0f07106c4cb6b176f4f7d11fc97fddb8,MeridianDynamics Inc,BR,Kwame Silva
40f2ffb7a7899241f2e8644c57e99a28,NovaByte Inc,DE,Priya Larsson
0dd8bff9e78c64f68fae07ce5e51b166,BlueLink Systems,IN,Sofia Andersen
61e4678a9d2525fe375725be8fc77792,NorthPulse Co,AU,Sean Novak
cda85a1c6f88278f66498709d4adeb56,CascadeLink LLC,DE,Aisha Kim
6c711da52bbb306c608b1801a4c90510,PacificWorks Technologies,US,Nadia Reyes
d40764f8e9fb4880e455c9cd146832df,CascadeStream Technologies,UK,Elena Kim
4b815c0bb0e676e44407dccc2e001cd5,Standard Networks Industries,DE,Hana Larsson
1e1fa81a4b767ce6271d4af13630f080,NovaNexus LLC,UK,Elena Novak
53726c2a965b455d2d7a7c7cf48e31bc,MapleByte Global,US,Kwame Duarte
eb5f91913644effa721ff66a82f7094b,PacificWave Solutions,AU,Lucia Rossi
3c82c8ad12ccf3e8b6c15d59caf97f3a,Pan-Atlantic Analytics LLC,AU,Tomas Rossi
6cba860063b10dcf38556a5c51669e8e,BrightFabric Systems,DE,Elena Andersen
4748622f615b4f228db77b971c5babb4,SterlingVector Technologies,US,Aisha Costa
19229e835ff62cb647819264e7c161e6,HarborMetric Group,BR,Ingrid Nguyen
4df7b85687e3356c25f4e7617da07f1e,IronSoft Systems,BR,Faisal Larsson
0a976523db5add5b88a0c981af79a67b,DeltaData Partners,UK,Mei Silva
6e5489ab34e36d24125102ebbc07d3ad,VertexWorks Systems,US,Hana Larsson
8a736284d9b25b55b0c02781d1b4b02a,SilverAnalytics Technologies,US,Ingrid Tanaka
74a7d38e070be6753e48f03c4c9c34f3,GraniteSignal Systems,DE,Ingrid Haddad
d98ddc2975fcc397dd060c57b22ee793,Standard Dynamics LLC,AU,Sean Tanaka
cbb5ef02d0d7eba2552f7ccd59bc12b1,Helios Loop Holdings,SG,Priya Okafor
e90c832e9d7eb44bd976e06ca0d6b07f,SummitWorks Technologies,BR,Priya Moreau
730a36486c64b4eba068db546cdc3cbe,GraniteDigital Technologies,AU,Sean Okafor
3675907a84223860259c765fde6a14f7,EmeraldGrid Partners,DE,Chen Duarte
bf05f0472d6ff87fbb68bec2edca70f7,AuroraStream Technologies,US,Yara Haddad
9001d6855c9975bc5dc5c5ce8500899f,NovaStream Corp,BR,Chen Nguyen
fc447e6b8b3ae07ff5037be74332859c,SummitSystems Global,AU,Liam Kim
2fa598df3d13dc1f6e872ad65cd19cbb,AuroraLink LLC,SG,Yara Patel
6cb19615e11e88c331f6822f26f09f6e,RidgeTech Industries,AU,Aisha Andersen
06d039f8c36af14690a2df31f0a283d9,QuantumCompute Global,UK,Ravi Khan
ac16408fd80b8e45a84765c9058783f5,MeridianTech Partners,UK,Hana Walsh
9f6bce6addb90496ce52ce41b90384b3,OnyxData Systems,IN,Mei Walsh
cf5766ef08ae1caa8cc58bae2b6ec9f1,DeltaLogic Co,DE,Faisal Reyes
71371fd7a70a1abb2649dcf3be5aa8ea,KeystoneCore Holdings,US,Sean Kim
25236bd89e5867da644fae408a57ad8d,GraniteCloud Co,US,Yara Rossi
bf5428afe78b531257d2d0f934a93289,VertexForge Group,SG,Ingrid Kim
24b728851240000020e85ba0d8f9754c,SableStream Technologies,SG,Priya Larsson
202b17c0cf531e78fa7113864a858b92,MapleGrid Corp,DE,Kwame Tanaka
702a6a358fdeaa0bafdc7070c25ce656,NovaSoft Holdings,AU,Elena Rossi
20021c5fa68f8c409815d9a845897f34,BlueAnalytics Holdings,IN,Elena Mbeki
0752536381ae2c0348d350ad639741c6,SummitSystems Partners,SG,Elena Khan
81f481c975f1e01fa9285de8050e5ea9,NorthTech Partners,BR,Yara Larsson
96ec71efee3610217a6aec0a6967425d,SableSignal Technologies,DE,Priya Duarte
f5a02b1b06ccf2b0060cb4b6e46bf605,NovaNexus Industries,DE,Liam Nguyen
455b4de87d4f36e980e8632b56c23663,SableForge Holdings,UK,Nadia Okafor
5c8a2e840e0d2681e3f57cd0e8cfdb4b,RidgeSignal Group,DE,Tomas Novak
2ec1ebc1d95cbc5d554179c0f0713345,Standard Vision Systems,UK,Sofia Walsh
64d3f4d1ac582af6c17a2a20a3854358,UnionSystems Technologies,BR,Sean Silva
966e21ded90b2db4845cdf175c6cf2f9,SummitNetworks Inc,IN,Omar Nguyen
b0f27ec7b007077756526cb2163550bb,DeltaVision Corp,US,Omar Duarte
544356dcb365edfef7d92040a1800ea1,LarkLoop Partners,DE,Ingrid Khan
e47149751122a2680f15ee4ae9b3c7e7,NovaSignal Global,BR,Nadia Silva
f17e912b5e2e369b354c4f411df31858,GraniteDigital Solutions,AU,Tomas Walsh
5399b13508e9798e4b02461a81ace65d,DeltaMicro LLC,DE,Nadia Larsson
801cda2c7cb8553d368ee4462ec67ace,BrightVision Co,BR,Noah Khan
71ac30b6341179baee0fe6f1620b055e,MeridianByte Technologies,UK,Yara Reyes
cedfe76cee136e273220e109de69ca3a,OnyxLoop Holdings,US,Omar Tanaka
90cc93b2afe477140cf753a6e3800f7d,AuroraForge Co,DE,Elena Duarte
2a39eed547d66b7c0c36dc26e483f81a,VertexCompute Global,BR,Noah Novak
60ffd3ea492e0cc350e03de39446895d,Helios Core Industries,SG,Nadia Reyes
87124f5245f39bc329389bf1466e1b89,Helios Networks Holdings,DE,Priya Duarte
efc7f7168f2720c9987a5a09c8a6af36,TitanCompute Solutions,UK,Priya Rossi
e60e77684de3a2cae00457cbdf3e2183,SableWave Holdings,AU,Nadia Moreau
7658e4ae562e4f29e096197ae6a63f23,VertexData Systems,US,Ravi Larsson
059280a64e71fccba798090c1b6f7a45,GraniteSignal Technologies,UK,Chen Rossi
212fa359f99f85c18e1559bea2b20ed0,Helios Signal Group,IN,Mei Nguyen
19ed997b02cfe9c6e4773ef73b3cb154,PioneerAnalytics Corp,UK,Chen Moreau
4cf04b77483fa0b42889fb0f210d6cae,SableDigital Global,US,Aisha Kim
47d5e596820c8a13a52eb35a1bee626a,CopperSystems Systems,SG,Elena Moreau
1561bea7466c0e5a319f02bba2a366d5,Consolidated Logic Holdings,AU,Omar Khan
bb3d955700882d6ae6991f4846994346,GraniteForge Partners,SG,Noah Khan
ce5eea424f6000b4cc66a5e25c2af12d,MeridianLogic Global,BR,Nadia Moreau
e05f9345440da25cda3bea4e1afd22a9,SableGrid Systems,BR,Sean Andersen
fddf91e24c212f7500608fd4ec1bfaff,KeystoneLabs Global,DE,Liam Larsson
bd66e933f35898766d8587e702d6bb3c,EmeraldWave Group,BR,Lucia Kim
d4f4431c4543520683dab12393c28b03,LarkWorks Inc,BR,Tomas Duarte
6b7aabceb0732fc06ef4b801a3814060,BlueLink Holdings,IN,Mei Novak
def63a6239a6cfc29a80026e38098a3b,CopperData Technologies,US,Sean Reyes
65dab192fc487309193b3df2f019d018,BlueForge Inc,SG,Kwame Novak
2d4678ac74a0742d679240dba373662c,CascadeForge Corp,US,Ingrid Larsson
48523695015ca126c30e489ab0132f25,AtlasVector Technologies,UK,Faisal Khan
f372375be22712eb9f0e647d0d052868,MeridianData Solutions,US,Aisha Larsson
12351bf4c1bf8fafe6a18080231cba77,DeltaStream Industries,IN,Elena Costa
5bf73fbe7cb55456bb2e3b114e2b9874,AuroraWave Inc,IN,Faisal Nguyen
1da93268a3a3fcfb4cb82077cb493d60,VertexSignal Global,US,Elena Silva
94f79c9a5eade0caf5ab949ea1f9a192,VertexLabs Inc,DE,Nadia Okafor
cbeb1f9fa0830d1cf8f4924519315dba,SilverWave Group,SG,Chen Walsh
9aa17e4ee22dc7aff0137e6ab2bc7261,BrightCompute Systems,IN,Yara Walsh
c97da957f07770b42c8c4eca2e5f7ab3,AuroraVision Industries,IN,Sean Silva
d37c1613d8883e35ad7af7ca4a3484c5,PioneerLink Systems,US,Elena Silva
b22e64d89f974e9120c8fb343052d077,CopperCore Industries,UK,Nadia Mbeki
3f44b60ad70e8e29c67cb68d4561a0a4,ApexSystems Inc,SG,Ravi Okafor
9ffec34910570eab4fdf7bbd80be6b83,IronNetworks Systems,IN,Noah Moreau
ac2bb20e01c5aa54f6d42ccd259821d6,MapleLogic Partners,IN,Sofia Tanaka
0f0d83667b8cb483c383bc6416ce3b59,SummitData Co,UK,Faisal Khan
f72b7c1472e8f498a5837c11bcc56b80,CopperCore Group,SG,Liam Costa
0f4ff6776ebfdcd77bd1a8f0788601d4,PioneerWorks Partners,UK,Elena Larsson
7b8f5bd6d6e9bfd90f9a2894721562f3,RidgeForge Global,DE,Yara Andersen
2e0a9ed291d45d73eb746c1605ce5933,CopperFabric Global,IN,Mei Khan
1e0dbed3bbe38059eaf86de084d8aed0,BlueVector Corp,BR,Ravi Haddad
10fa49d78a5d9dd3c031bdd4d404e44f,MapleWorks Co,AU,Diego Patel
0be8397cbf39731d926807cbf6c1eee0,CobaltLogic Co,DE,Sofia Moreau
940fce557baeb14a7c015ccf280dfd35,AuroraMetric Group,IN,Priya Khan
509a818dca01f170e83b1646c0bd24ca,VertexDigital Systems,US,Liam Walsh
388f65876f43b589281cce2e123b207e,DeltaNetworks Holdings,DE,Faisal Duarte
e81f0110733db419431a8da45c132c0f,SableWorks Co,IN,Noah Okafor
7f68bdb3e5661dbdb25a461673e4de7e,KeystoneAnalytics LLC,UK,Aisha Nguyen
44666b5f9d6322d2eb2f1c9b94457327,MeridianPulse LLC,IN,Aisha Kim
38244b6e4603edf872f7b8bc41a13595,CascadeDigital Partners,US,Ravi Moreau
eedb70f5e9a668fd0bd13126e2d27f06,TitanDigital Group,US,Priya Larsson
0bd578e607f5806499c501dabe2a75f8,Meridian Sphere Global,SG,Noah Duarte
3cbdb42357eb084edb05b65be896f889,HarborDynamics Holdings,DE,Liam Walsh
1afcaf4aef5ac0304c379b80fb9b73f6,RidgeCloud Corp,AU,Yara Mbeki
43813171c5b1835ebae6ec4c92618985,SterlingAnalytics Solutions,BR,Nadia Silva
16d1c8dabe59720faafa273bd5b7cd4f,VanguardNexus Holdings,UK,Lucia Reyes
1c926db5c84339a0c8e2ce6b7cf6ec08,AuroraWave Technologies,SG,Lucia Costa
e2a21e22256605290f1f77da3795bdfd,MapleMicro Technologies,SG,Chen Patel
7cdd3f43dc16bf32e55dc29ea4a277bc,GranitePulse Group,IN,Noah Kim
93933588ce5679b45a6e2d2d5a044a90,CopperDynamics Inc,DE,Omar Novak
691b90c2bb0e0d4d737b92e640a8983d,Helios Stream Global,IN,Diego Haddad
280fe0c125114ab737720119b1ca2a3e,Consolidated Nexus Partners,IN,Hana Khan
bcadeef0b9941e7c8306402d755fa756,SterlingCore Group,DE,Ingrid Patel
179994f9a17357a80da9d93141f7a494,KeystoneMetric Corp,SG,Liam Larsson
accf73b5b8f75454c0886a2a5961f66a,VanguardDynamics Systems,AU,Chen Tanaka
181659dbd82fff46864106d1021ec440,OrchardWorks Co,IN,Elena Rossi
702140d2405958ad7327c7019a9e01c1,AuroraMicro Corp,US,Omar Haddad
93f9eda652c2381b60b6104436ca8fb6,Pan-Atlantic Vector Group,SG,Omar Silva
5f1b81dab244bde4375d3b191b0697f8,BeaconDigital LLC,US,Noah Costa
3214e89b51a234b35f7c6c1cf091c4e5,AtlasStream Systems,SG,Yara Okafor
a426d7a30f71cb6071102e13309c37ac,LarkCore Systems,DE,Omar Reyes
b5f0d04233d13ffb0565fabb89bc1985,CrownWorks LLC,DE,Aisha Rossi
89810787aec687670f32c4d0b1b69bfe,SableSoft Global,AU,Liam Khan
19cacfb88ceceaaa55471053566bac02,Helios Networks LLC,AU,Yara Okafor
b5c9a0c141b5ead17901c3581aef4b8a,DeltaDigital Co,BR,Liam Walsh
6a188bbc3dcc4722a52252dbc82673f9,ApexLoop Partners,DE,Priya Khan
c0069e256eac3edd862d230613f38239,MapleData Systems,BR,Chen Haddad
58a31fad99e347af883d224a0c2d0f46,NovaPulse Systems,BR,Priya Kim
424faf190322b3b1a4421b1c89b43c8a,Meridian Analytics Group,UK,Kwame Duarte
feeeba8aab77c84a073a56338bef3a6a,QuantumSphere LLC,BR,Hana Larsson
f8bb5a8b8ca5eeac10fd27fda45ccfed,CopperLogic Solutions,UK,Elena Tanaka
ef73b037ebdc965436855bfedd5d1702,BeaconCloud LLC,SG,Nadia Rossi
e5fafef2aab368428abc90673a5d6fb2,DeltaLogic Systems,AU,Yara Duarte
12b91f029efc4dfdf412e6801afece3e,CascadeMetric Co,DE,Sean Kim
2c0f32f8d3727c0db5acc6253b426917,CascadeMetric LLC,UK,Ravi Moreau
9d1db3086e608262c0b9e7b57546970e,PioneerData Systems,BR,Kwame Costa
9263cec67208b0d10a785ce71f91888c,BeaconDynamics Holdings,US,Ravi Walsh
b9647b9ed3844a710db7a6b76f7de5d7,SilverDynamics Group,SG,Nadia Khan
d0f9718a6e915db77b2a2a9a5ddf8948,SilverVector Co,AU,Sofia Moreau
1e75f7ccb35927074108217743d85f5e,IronCloud Inc,BR,Aisha Walsh
a6c10d067a04d7ebdcf0d49fcade7226,VertexLabs Holdings,AU,Sofia Tanaka
7af34132afd6c1e70dcaaba15a555aee,SableSystems Co,BR,Liam Larsson
823764921c7b8781c397909bb85df5e5,SterlingDynamics LLC,US,Yara Khan
15e259097f6a157ca8841a36ef352945,RidgeFabric Group,SG,Ravi Nguyen
0ad3768671fce79db53047dea0c11fd6,SummitVision Systems,AU,Omar Mbeki
f919ce8db5fafcdc4c1f2f1d49a68ef7,PacificSphere Co,IN,Tomas Andersen
bcdbbf7742395f52560b46b51f09ca72,SterlingDynamics Industries,US,Aisha Duarte
a750f371732efc9cc622a3b6eb53f989,Allied Core Holdings,AU,Ingrid Rossi
53d61ee01d3ef39915cb35dd079f361e,CrownCompute Holdings,AU,Mei Rossi
95c269b825b992384221505be59fab49,SilverCloud Inc,BR,Diego Okafor
336b81a4195a1eeaa0387a7e85dcba72,Consolidated Cloud Holdings,IN,Yara Patel
a28222cab8f4627b303f8c8fe0ff330d,MeridianMicro Inc,BR,Sofia Khan
b8fc0ae66e4cc13d6dcaa3317743365f,RidgeLink Global,US,Sofia Haddad
33c201b793383c0a06cee2e0262ea999,CedarWorks Corp,SG,Mei Haddad
520612af4aa5745dc743de9d1047d9a8,Meridian Data Partners,AU,Omar Okafor
1f6dd94158c5102730681fbd59cae561,Standard Tech LLC,UK,Yara Moreau
f62ff4cc56bc5e6e79123b9de4f5968e,SableForge Corp,DE,Diego Khan
a9f5feefc162bbd833278ee71be3b58c,ApexMicro Corp,UK,Ravi Novak
630043705860d2e60f39827bfaf7d87e,Meridian Analytics Systems,IN,Ingrid Patel
e2eea7ed7b0d573b829d631612fee253,BeaconFabric Global,IN,Priya Andersen
bef3d639afa058bb355eea97adac24ac,CopperMetric LLC,DE,Sofia Reyes
89a7e47550e3036d97cce39a2fe4bf6a,EmeraldAnalytics Industries,UK,Chen Nguyen
52a42fd87ed120cda28a21d1aac773a7,SummitSoft Co,BR,Lucia Tanaka
33544fb7a11e59d64cd51cd27b725137,BrightLabs Corp,DE,Sean Patel
295ff2c456216edfd18679b0d8fa10b7,SummitLoop Technologies,AU,Omar Haddad
62799ccd7ad0cb6b9607b3ede724cfe6,OnyxNexus Holdings,BR,Sean Duarte
c8a39f915e3e02b435f9cae1efe76d7e,TitanLogic Corp,SG,Liam Patel
92f085ea0bc1c0ea259ccd9a0362523a,NorthSignal Solutions,UK,Chen Costa
3025195363d2b67b7e61ed9e9e1ca1c4,Pan-Atlantic Wave Inc,SG,Lucia Silva
d819df56afd9da49dc3828f81d7a5f3d,CascadeDigital Co,DE,Tomas Rossi
60d489b4a8f2b8650049c703e0010887,CascadeWave Industries,DE,Chen Novak
7ba7b0d97518dcbcb9231b8af5c933ff,SterlingGrid Holdings,IN,Sean Khan
8cf1fbee4cf200a312e4286fb4e2dba4,AuroraMicro Industries,UK,Priya Moreau
972df486655e12e9b5c00b09a84b5f56,DeltaCompute Industries,US,Diego Okafor
7cf6cb168e43c00a77942be32448b7a0,QuantumNetworks Corp,DE,Diego Novak
6735867df9a4732d071954110d2e519c,CascadeCloud Co,AU,Noah Walsh
9e2ff44b262c3a7b3d101ee70aa7e0f2,CopperDigital LLC,BR,Elena Larsson
27df3450a2a00a24bd95df4a0989c286,IronWave Corp,AU,Aisha Larsson
194b2bd13c2227dee22b28ba7afbe682,TitanVision Co,BR,Yara Andersen
cae7fd06d9af3f457edce8fa6ce24237,GraniteNexus Technologies,AU,Sean Kim
7f74aabf8f5f0358204e18e58bb875b1,CobaltCore Systems,AU,Mei Mbeki
852f7ca8ab48581c2370d60f62bd6198,GraniteCloud Group,US,Noah Costa
13a42f833d95c6c3c77f0b530b597867,GraniteLoop Group,US,Omar Kim
f438f790905e3d20a156d85a293d2adf,Meridian Signal LLC,AU,Chen Khan
be8f1ee234e2b985005ed17bec5038c5,DeltaDigital Corp,UK,Ravi Duarte
f254479d2de1958675cc7348d3b882d6,UnionCore Group,BR,Tomas Duarte
6d150d2e9d46fdac044687e6ba071873,PacificCore Co,AU,Lucia Silva
37073d76d24c45507684cac30ad5df11,SummitGrid Industries,BR,Ravi Walsh
4bff9906d34f67c5ae00a6d9bf7a5d3a,SterlingData Technologies,SG,Kwame Kim
1bfd78c93ecd88d9c48774d9f28c521d,QuantumCloud Co,IN,Hana Okafor
98e1cd4b925f90fe413261ece4f265c6,PacificPulse Group,BR,Sofia Andersen
a0991610f6c8a473e7f5a8dd8e7c42c5,DeltaSphere Holdings,DE,Nadia Okafor
0640daf301ab500b062e7bc7f69a3d4f,MapleSignal Corp,UK,Nadia Walsh
df9811f539615af88ff9fd71397c52f8,AuroraVector Group,AU,Sean Tanaka
84f2e2fb2695600cb1b56eb3b6545828,Standard Data Corp,DE,Chen Kim
a89518c9302aa12627e34e7534667f4b,PioneerNetworks LLC,AU,Sofia Duarte
79d146e65b19f78bec8964f529a6936b,OrchardCompute Holdings,AU,Faisal Patel
7799c9fefe79ba9d52f175a96e6d1359,UnionData Partners,IN,Faisal Silva
f925b4e67f70e023b9da4b8620bba99f,HarborTech Partners,IN,Noah Reyes
8ce24b58ca6bcae610222d1cf8a74b41,UnionCloud Industries,US,Ingrid Khan
f8b2cc9101b5e195336d3c5af8362fc7,Consolidated Systems Corp,BR,Ravi Mbeki
c1a3c7d3eb13dad355935542c25b6fe7,EmeraldLink Partners,IN,Noah Kim
bdf313f621252d39b26c2d40f7066698,TitanData Group,UK,Sean Moreau
b7d9178b37b6dee300826f59200a26e3,SilverFabric Global,UK,Hana Kim
99c3e8797e1c7d452ead81e506b55109,LarkMicro Corp,DE,Sean Reyes
92d1a74472283cb4f2bb78a6993fb8f2,OrchardSoft Partners,US,Omar Walsh
b87b62892973b9957b5d6ef6dcdb6d51,CrownVision Systems,BR,Faisal Nguyen
32dba47265f34a6e44c31192a949213f,ApexSignal Group,AU,Liam Costa
c3361f31731339ecfa6bd08fa978a286,Allied Wave Co,US,Ingrid Kim
b71fb121547b7bc69ffdc3143f97e045,AtlasLink Partners,IN,Ravi Mbeki
6a504edbc816eef8fd58357a9bcd7b5a,IronWave Global,US,Noah Khan
dbe1a6020de0af45909f250cb4b60422,ApexNexus Technologies,BR,Faisal Khan
f19ca83f7df58d553b54477f79bb946e,SilverLoop Technologies,DE,Sofia Kim
74167563a797ee2d4c153ecead6e9ef3,Pan-Atlantic Systems Group,UK,Chen Kim
f05570b2db1ddce1ed44e50511eb6f99,QuantumLink Inc,SG,Lucia Mbeki
c964d454a93bb546aeec532b7363f4eb,Allied Forge Industries,IN,Omar Costa
a6246690e22f6f05beaa5ca951bb1b80,MapleFabric Inc,US,Elena Tanaka
f14751d8c814761da8b2125fa98daf1b,SterlingLabs Partners,DE,Omar Larsson
4d4b0e91bd6b6f8bf59a3495e46ca13b,QuantumMicro Holdings,DE,Noah Silva
c9cad7a65ecc4a45f2f7bde4bd30b8e3,VanguardStream Solutions,US,Priya Novak
28f6e2a4fa1894c2bae4436e724c59b3,KeystoneDynamics Holdings,SG,Ingrid Walsh
d71db27755a5ba1b888936a746718fb1,SableLabs Group,DE,Omar Andersen
a8b48a66376c8cbb453b64861c9579ba,BrightLogic Corp,DE,Sean Reyes
52ab4544f6f7b886fe02c1f4d6564e6a,PacificSphere Corp,US,Kwame Kim
2318b05ce89c894df4fde0d8d3b8a945,BlueStream Partners,IN,Faisal Andersen
ee33bf1e5e4edf3a77ec54c3b156e320,IronMicro Partners,SG,Mei Kim
b46385b1b1fad2c223ca940936c58099,MapleAnalytics Inc,IN,Yara Okafor
f0be85d2e36fb4264502ec9039b13e5c,DeltaNetworks LLC,AU,Elena Rossi
c3fb2d25f728a6a10b9b27754b77dbb6,CobaltNetworks LLC,AU,Ingrid Tanaka
f524d634520915216974501e70b3a0d9,NovaCloud Global,US,Priya Kim
e1a42d02d642e37a3327fdc4d32d20e3,CascadeDigital Solutions,IN,Kwame Khan
e5a15c7ddbbb744fe03b25f5b0fe4245,SummitFabric Holdings,AU,Tomas Novak
5a03aa800d4cbb96244ae97dc0e37639,BrightWave Global,DE,Noah Reyes
b27f6fc2c4ee556e4c2718df7e3728e4,SummitLink Corp,AU,Aisha Larsson
cd044e2d52d03a70204d790fa01b56e2,AuroraVision Co,IN,Aisha Moreau
64630a3eda44872f90c1c352aaa4d499,EmeraldSoft Global,SG,Omar Moreau
2e7ddb08b8357573271ccad9d2bfcc89,CascadeSoft LLC,UK,Kwame Reyes
970e75d9e8b7cf82d795fba06ded7c40,SableStream LLC,BR,Aisha Novak
05f15a908953405f74a389b7249ac882,Standard Digital Group,AU,Aisha Walsh
a930466ee3d541b4e45d8803923b3080,AtlasAnalytics Industries,AU,Liam Okafor
941e58d3257b9cfb22d10cb29cb488c9,MeridianDynamics LLC,UK,Ingrid Khan
dbf310d79f96454ef17e2b2501a29081,GraniteGrid Partners,UK,Sean Nguyen
adb435bb80abdd238686d54051d63882,NovaSphere Co,UK,Chen Novak
840258bd2e68476aecc75b5dbca118d2,VertexSignal Solutions,SG,Sean Novak
2734af3c9bc97e4d83b8e971bfea3896,CedarWave Partners,US,Tomas Haddad
519fe8a4b007398ae49478846904a9e9,HarborSphere Global,BR,Ingrid Mbeki
40b5bc2c9014d649b8e356c4ffb99ae7,OrchardVector Global,SG,Mei Khan
0bffd2a0aa1579356adce1d44fd86256,SilverSystems Inc,AU,Mei Khan
1455812833582813cde95085faed0bdb,SableStream Co,US,Ingrid Khan
f2a100b321520a76fae271831fe67143,SummitWave Inc,UK,Diego Rossi
377770c171254d457166f3ea3b74c664,CopperStream Co,DE,Elena Silva
12411683c136d396ae646eba43b53255,DeltaSystems Global,SG,Mei Costa
bb1a0beed740e5f7069e05d768f11e4a,BeaconFabric Technologies,BR,Aisha Kim
062d0ab9aa032fffa424f482f9489c2e,EmeraldNetworks Inc,UK,Ingrid Okafor
880fb1f2b45b5c5db1db327c0be2729e,BrightPulse Inc,US,Yara Moreau
c2fbaaf52ef6f250820fcb0f156c4feb,VertexLogic Global,DE,Hana Larsson
c2bc0d10a4cc876d0df7623a4c09ea99,SummitSignal Systems,US,Diego Khan
976b7a7ec7aa1388b282f66959c9f862,BrightNexus Holdings,SG,Diego Novak
45d79420c9cc9ea520e0287a1201b23c,EmeraldSoft Inc,DE,Ravi Silva
97a528e895e45a93ed645e3bea8b2aa8,SableMicro Corp,DE,Yara Haddad
2236acb789348b10660e28b5af089a35,CedarCore Partners,DE,Faisal Costa
1037f61f4944ee83b8ad2815c8b60a6c,PioneerMicro Co,IN,Noah Moreau
6a2504cf912285635ae9cfb5ef482d76,KeystoneNexus Solutions,US,Sofia Nguyen
5616162d0bb5977c572d2fc32997afd0,SterlingSystems Group,UK,Sean Mbeki
553c6dbf2d554aec7331013d36d4f50e,EmeraldVector Industries,IN,Elena Tanaka
bae102d107b78c823284035c3c687a49,NovaByte Technologies,BR,Sofia Patel
90b8bd704b6153fc994961f38b126117,CedarWave Industries,BR,Aisha Patel
1c5aa944e793aa2b7bf098f668c8c451,UnionByte Partners,UK,Liam Okafor
ea72b7435bb243239bcbecfd8f7b3d6d,BeaconLoop Group,UK,Faisal Haddad
d0077f5fe239e3cdc40e0e4c95a5c388,OrchardStream Systems,SG,Diego Walsh
7eef7c395b172aeb3918707acd431de9,QuantumAnalytics Inc,US,Yara Silva
7fef0ed5ec538ab33569631b703b4dd1,CrownSystems Inc,BR,Kwame Kim
785bda31ea8c6bc5c5ffb5ad9a5b2688,GraniteSystems Industries,DE,Sean Novak
3fcc19cf7ef1c8cc9358280696bbe1cc,BrightForge Partners,BR,Diego Andersen
5ec2a0522f6f41ff156b9075b8d9565b,SummitSoft Technologies,SG,Kwame Khan
2064ea8d6c09f6013816c3be1085839b,OrchardVision Group,IN,Mei Andersen
6818d57052776584f90e9e96ea7a17b7,EmeraldByte LLC,AU,Aisha Patel
fce95a8376b6b1180422eeda65a45e25,MeridianDynamics Group,AU,Priya Novak
9b1f41c5ca3a02929597dc2398c874e4,PacificDynamics Inc,DE,Diego Okafor
3a3a8d230a9839f5668bcea29d2eff06,RidgeWorks Solutions,BR,Omar Nguyen
a6e3fcf4fd4110b19888189ac5660213,BrightTech Holdings,IN,Ravi Duarte
59544a606f3b4362278aef5b5354d44b,ApexMetric Corp,SG,Yara Silva
e7592524609511fcc135a0bcb8d1946d,NorthStream Industries,SG,Noah Moreau
998b5ce3c4035e3a3404ee999006c992,VanguardNetworks Industries,SG,Ingrid Moreau
39ad9fc7c902357e3ea3405b094b4452,NorthLoop Co,SG,Yara Haddad
4d8fd6b9bf656c4427c4539a17a043f4,SableLink Co,BR,Aisha Larsson
67ea2a1ef0424694cb2e691630a758d6,DeltaDigital Technologies,SG,Aisha Duarte
a271d17a60489c9f02ff8a3c8f0d0bb5,Meridian Stream Holdings,AU,Elena Larsson
a905d800c7c76fd98c7a52724b3d8c23,MeridianStream Co,UK,Liam Costa
e4f1a2cf16514a9f856b8789e664ddc9,CedarWave Corp,BR,Nadia Reyes
c4c5ef2ce0749515f3d487eaa61a1562,Consolidated Dynamics Systems,SG,Omar Duarte
014c75a3fb78feda7eb5edf981757276,BrightLink Technologies,SG,Ingrid Larsson
221595b17ad5ba07a499ae4c36efda32,KeystoneWave Industries,SG,Nadia Duarte
0088e6727edb35202308c495f7540832,SilverAnalytics Systems,IN,Noah Novak
5d4f5f738aebbb9811c6a6229030cc1f,AtlasCore Partners,AU,Ravi Andersen
