EVENT_SK,ACCOUNT_SK,EVENT_TYPE,SESSION_COUNT,FEATURE_FLAG,EVENT_TIMESTAMP,INGESTED_AT,APP_VERSION,REGION_CODE
2271,7000952,export,105,B,2026-05-03 21:21:00,2026-05-03 21:48:00,v5.3,APAC
2272,7000952,export,204,B,2025-12-10 08:56:00,2025-12-10 09:07:00,v3.3,LATAM
2273,7000959,job_run,160,B,2026-07-10 05:47:00,2026-07-10 06:02:00,v3.3,NA-East
2274,7000959,api_call,166,control,2025-12-28 05:45:00,2025-12-28 05:57:00,v4.4,EMEA
2275,7000959,api_call,8,control,2025-12-16 10:17:00,2025-12-16 10:18:00,v4.6,LATAM
2276,7000959,export,15,A,2026-01-23 06:09:00,2026-01-23 06:33:00,v4.0,LATAM
2277,7000959,login,169,control,2026-03-26 05:08:00,2026-03-26 05:30:00,v5.7,LATAM
2278,7000959,login,122,A,2026-05-02 03:57:00,2026-05-02 04:15:00,v4.4,NA-East
2279,7000959,export,107,A,2026-06-10 21:22:00,2026-06-10 21:40:00,v5.6,NA-West
2280,7000959,login,29,B,2026-06-18 06:35:00,2026-06-18 06:58:00,v5.6,APAC
2281,7000959,login,30,A,2026-07-09 13:28:00,2026-07-09 13:54:00,v4.0,EMEA
2282,7000959,login,112,B,2026-02-17 23:52:00,2026-02-18 00:16:00,v4.4,NA-West
2283,7000959,export,124,A,2026-07-02 07:33:00,2026-07-02 07:41:00,v4.0,APAC
2284,7000959,login,210,B,2026-01-15 11:00:00,2026-01-15 11:25:00,v4.0,LATAM
2285,7000959,dashboard_view,128,A,2026-04-17 22:13:00,2026-04-17 22:37:00,v4.0,EMEA
2286,7000959,login,179,B,2026-01-11 14:15:00,2026-01-11 14:17:00,v4.8,APAC
2287,7000959,api_call,134,A,2026-03-28 14:00:00,2026-03-28 14:28:00,v4.5,NA-West
2288,7000959,login,127,control,2026-04-24 23:22:00,2026-04-24 23:50:00,v4.0,APAC
2289,7000959,job_run,27,A,2025-12-04 11:25:00,2025-12-04 11:38:00,v5.0,NA-West
2290,7000959,login,176,B,2026-07-05 20:12:00,2026-07-05 20:17:00,v3.2,NA-West
2291,7000959,job_run,207,A,2026-05-24 07:37:00,2026-05-24 08:02:00,v5.5,EMEA
2292,7000959,export,85,B,2025-11-29 04:16:00,2025-11-29 04:23:00,v3.3,APAC
2293,7000959,job_run,145,B,2026-04-08 01:04:00,2026-04-08 01:29:00,v3.3,EMEA
2294,7000966,job_run,86,B,2025-12-13 13:38:00,2025-12-13 14:01:00,v5.5,NA-West
2295,7000966,job_run,9,control,2026-04-04 18:19:00,2026-04-04 18:36:00,v3.1,NA-East
2296,7000966,dashboard_view,91,A,2026-07-06 15:21:00,2026-07-06 15:44:00,v3.4,EMEA
2297,7000966,dashboard_view,76,control,2026-01-01 15:27:00,2026-01-01 15:48:00,v5.4,NA-West
2298,7000966,dashboard_view,94,B,2026-06-14 13:57:00,2026-06-14 14:00:00,v5.0,LATAM
2299,7000966,job_run,134,control,2026-07-07 16:57:00,2026-07-07 17:08:00,v3.5,NA-West
2300,7000966,api_call,96,A,2026-05-06 02:16:00,2026-05-06 02:18:00,v5.0,NA-East
2301,7000966,export,14,control,2026-05-26 19:47:00,2026-05-26 19:49:00,v5.4,EMEA
2302,7000966,export,142,A,2026-05-22 08:06:00,2026-05-22 08:23:00,v3.8,NA-East
2303,7000966,login,15,control,2026-01-20 22:10:00,2026-01-20 22:23:00,v3.7,EMEA
2304,7000966,job_run,167,B,2026-02-17 04:18:00,2026-02-17 04:42:00,v5.8,APAC
2305,7000966,api_call,15,B,2026-07-08 12:32:00,2026-07-08 12:37:00,v4.6,APAC
2306,7000966,export,81,A,2026-02-03 14:28:00,2026-02-03 14:54:00,v4.4,LATAM
2307,7000966,export,187,control,2026-07-08 23:02:00,2026-07-08 23:29:00,v5.6,NA-East
2308,7000966,export,10,A,2025-12-17 02:31:00,2025-12-17 02:49:00,v4.6,APAC
2309,7000966,login,73,A,2026-06-25 03:09:00,2026-06-25 03:19:00,v3.4,NA-East
2310,7000973,api_call,114,A,2026-07-12 05:01:00,2026-07-12 05:30:00,v3.7,APAC
2311,7000973,login,154,B,2026-03-21 02:10:00,2026-03-21 02:29:00,v5.5,EMEA
2312,7000973,login,161,A,2026-03-11 09:31:00,2026-03-11 09:38:00,v3.7,APAC
2313,7000973,job_run,37,B,2026-02-23 19:32:00,2026-02-23 19:57:00,v5.0,LATAM
2314,7000973,dashboard_view,109,B,2025-12-03 12:16:00,2025-12-03 12:32:00,v4.5,NA-West
2315,7000973,login,10,B,2026-02-22 08:30:00,2026-02-22 08:54:00,v4.7,LATAM
2316,7000973,login,198,control,2026-06-16 03:02:00,2026-06-16 03:21:00,v4.8,NA-West
2317,7000973,export,51,B,2026-06-02 09:34:00,2026-06-02 09:42:00,v3.3,NA-West
2318,7000973,dashboard_view,144,B,2026-06-30 02:33:00,2026-06-30 02:44:00,v4.1,EMEA
2319,7000973,login,67,B,2025-12-26 23:56:00,2025-12-27 00:17:00,v3.3,LATAM
2320,7000973,login,118,B,2026-06-18 03:13:00,2026-06-18 03:28:00,v3.7,APAC
2321,7000973,login,21,B,2026-05-04 16:34:00,2026-05-04 16:43:00,v3.3,NA-East
2322,7000973,job_run,172,B,2026-03-19 19:58:00,2026-03-19 20:16:00,v3.6,NA-West
2323,7000973,login,200,control,2026-01-19 03:59:00,2026-01-19 04:20:00,v4.4,NA-East
2324,7000973,api_call,204,control,2026-02-23 03:02:00,2026-02-23 03:31:00,v4.6,APAC
2325,7000973,api_call,174,control,2025-11-19 01:46:00,2025-11-19 02:02:00,v5.8,NA-West
2326,7000973,job_run,155,control,2026-06-23 16:00:00,2026-06-23 16:08:00,v5.2,NA-West
2327,7000973,dashboard_view,140,B,2026-02-25 00:46:00,2026-02-25 01:00:00,v5.2,LATAM
2328,7000973,dashboard_view,146,control,2026-01-21 19:30:00,2026-01-21 19:49:00,v5.2,NA-West
2329,7000973,login,128,B,2026-06-25 00:55:00,2026-06-25 00:59:00,v3.0,APAC
2330,7000973,dashboard_view,168,control,2026-01-21 12:30:00,2026-01-21 12:41:00,v3.3,APAC
2331,7000973,login,26,A,2026-07-11 08:34:00,2026-07-11 08:46:00,v5.7,NA-West
2332,7000973,export,136,A,2026-03-11 17:41:00,2026-03-11 17:59:00,v4.7,NA-West
2333,7000980,export,113,A,2026-06-20 12:56:00,2026-06-20 13:03:00,v3.2,EMEA
2334,7000980,api_call,111,control,2026-06-13 11:51:00,2026-06-13 12:01:00,v4.2,NA-West
2335,7000980,api_call,141,A,2026-07-11 01:27:00,2026-07-11 01:29:00,v3.4,NA-West
2336,7000980,job_run,175,A,2025-12-11 07:25:00,2025-12-11 07:36:00,v3.3,NA-East
2337,7000980,export,107,A,2025-12-18 03:23:00,2025-12-18 03:26:00,v4.2,NA-East
2338,7000980,api_call,117,B,2026-03-04 00:04:00,2026-03-04 00:21:00,v5.7,EMEA
2339,7000980,login,124,control,2026-02-23 11:49:00,2026-02-23 12:18:00,v3.4,LATAM
2340,7000980,api_call,53,A,2026-07-02 14:48:00,2026-07-02 15:15:00,v5.2,NA-East
2341,7000980,login,177,control,2026-02-03 10:20:00,2026-02-03 10:39:00,v3.1,EMEA
2342,7000980,job_run,202,control,2026-06-01 17:42:00,2026-06-01 17:59:00,v4.2,NA-West
2343,7000980,job_run,48,control,2026-04-27 15:42:00,2026-04-27 15:56:00,v3.4,EMEA
2344,7000980,job_run,153,B,2026-02-15 10:26:00,2026-02-15 10:31:00,v4.3,NA-East
2345,7000980,job_run,17,A,2025-11-24 05:28:00,2025-11-24 05:39:00,v5.4,EMEA
2346,7000980,job_run,34,A,2026-05-15 12:14:00,2026-05-15 12:27:00,v5.4,LATAM
2347,7000980,dashboard_view,113,B,2026-05-06 08:28:00,2026-05-06 08:53:00,v3.4,EMEA
2348,7000980,dashboard_view,89,A,2026-01-29 05:40:00,2026-01-29 05:51:00,v3.8,EMEA
2349,7000980,login,57,B,2026-06-29 21:05:00,2026-06-29 21:24:00,v3.5,APAC
2350,7000980,job_run,148,control,2026-05-09 23:07:00,2026-05-09 23:26:00,v3.5,NA-East
2351,7000980,dashboard_view,121,control,2026-01-22 19:31:00,2026-01-22 19:55:00,v5.5,NA-East
2352,7000980,login,6,B,2026-04-20 19:29:00,2026-04-20 19:42:00,v5.7,LATAM
2353,7000980,dashboard_view,40,A,2025-12-25 12:19:00,2025-12-25 12:37:00,v4.5,NA-West
2354,7000980,job_run,200,A,2026-01-26 02:00:00,2026-01-26 02:16:00,v3.5,NA-West
2355,7000980,api_call,178,A,2025-12-01 02:22:00,2025-12-01 02:44:00,v4.1,NA-East
2356,7000980,export,181,B,2026-02-06 06:22:00,2026-02-06 06:33:00,v4.4,APAC
2357,7000987,dashboard_view,84,control,2026-02-18 13:17:00,2026-02-18 13:33:00,v5.6,APAC
2358,7000987,api_call,215,B,2025-12-09 09:41:00,2025-12-09 09:52:00,v3.1,EMEA
2359,7000987,job_run,5,A,2026-06-16 06:58:00,2026-06-16 07:07:00,v5.0,APAC
2360,7000987,api_call,33,B,2026-01-06 05:29:00,2026-01-06 05:56:00,v3.8,LATAM
2361,7000987,job_run,176,control,2026-05-07 08:22:00,2026-05-07 08:24:00,v3.2,EMEA
2362,7000987,api_call,217,control,2026-04-13 18:57:00,2026-04-13 19:16:00,v4.7,NA-East
2363,7000987,export,88,control,2026-05-01 19:43:00,2026-05-01 19:59:00,v4.8,NA-West
2364,7000987,api_call,116,A,2026-06-03 06:02:00,2026-06-03 06:07:00,v3.2,LATAM
2365,7000994,export,165,B,2026-04-26 04:26:00,2026-04-26 04:39:00,v4.7,EMEA
2366,7000994,dashboard_view,27,A,2025-12-10 16:16:00,2025-12-10 16:45:00,v5.7,EMEA
2367,7000994,login,27,B,2026-01-12 19:23:00,2026-01-12 19:29:00,v4.8,NA-East
2368,7000994,job_run,117,B,2026-04-21 17:07:00,2026-04-21 17:19:00,v4.0,NA-East
2369,7000994,dashboard_view,22,control,2026-03-31 06:53:00,2026-03-31 07:21:00,v5.6,APAC
2370,7000994,job_run,188,B,2026-06-25 09:25:00,2026-06-25 09:52:00,v4.7,APAC
2371,7000994,login,146,B,2026-05-31 10:01:00,2026-05-31 10:12:00,v4.0,EMEA
2372,7000994,export,122,control,2026-06-03 16:36:00,2026-06-03 16:59:00,v3.7,NA-West
2373,7000994,job_run,108,A,2026-03-16 18:39:00,2026-03-16 18:52:00,v5.1,APAC
2374,7001001,job_run,71,A,2026-03-08 06:10:00,2026-03-08 06:22:00,v5.0,APAC
2375,7001001,job_run,46,A,2026-04-25 01:47:00,2026-04-25 01:49:00,v5.8,EMEA
2376,7001001,export,18,B,2026-01-02 20:57:00,2026-01-02 21:18:00,v3.8,LATAM
2377,7001001,dashboard_view,159,A,2026-06-11 22:26:00,2026-06-11 22:46:00,v3.3,APAC
2378,7001001,api_call,130,B,2026-02-11 19:15:00,2026-02-11 19:42:00,v3.5,NA-West
2379,7001001,login,160,control,2025-12-03 13:55:00,2025-12-03 14:02:00,v5.0,NA-East
2380,7001001,login,88,B,2026-04-13 18:40:00,2026-04-13 18:57:00,v4.1,LATAM
2381,7001001,dashboard_view,110,A,2026-05-15 02:43:00,2026-05-15 03:07:00,v4.7,NA-East
2382,7001001,api_call,55,A,2026-03-23 22:01:00,2026-03-23 22:26:00,v5.6,APAC
2383,7001001,job_run,11,B,2025-11-20 09:24:00,2025-11-20 09:29:00,v3.4,NA-West
2384,7001001,dashboard_view,121,A,2025-12-23 18:13:00,2025-12-23 18:19:00,v5.2,APAC
2385,7001001,login,75,B,2026-03-16 22:15:00,2026-03-16 22:44:00,v5.1,LATAM
2386,7001001,export,166,control,2025-12-31 06:46:00,2025-12-31 07:14:00,v3.5,EMEA
2387,7001001,export,79,A,2026-02-03 20:02:00,2026-02-03 20:07:00,v4.3,NA-East
2388,7001001,login,214,control,2026-04-04 06:08:00,2026-04-04 06:24:00,v3.3,LATAM
2389,7001001,job_run,163,A,2026-06-17 14:18:00,2026-06-17 14:32:00,v4.5,NA-West
2390,7001001,export,153,A,2026-03-03 16:54:00,2026-03-03 17:12:00,v4.8,LATAM
2391,7001001,export,56,control,2025-12-01 00:57:00,2025-12-01 01:03:00,v3.5,NA-West
2392,7001001,job_run,121,A,2026-07-06 15:25:00,2026-07-06 15:53:00,v5.8,EMEA
2393,7001001,dashboard_view,84,B,2026-03-23 17:40:00,2026-03-23 18:02:00,v5.8,EMEA
2394,7001001,api_call,172,B,2026-01-11 09:48:00,2026-01-11 10:15:00,v5.4,APAC
2395,7001001,job_run,125,control,2026-03-12 16:51:00,2026-03-12 17:16:00,v5.6,NA-West
2396,7001001,dashboard_view,159,A,2026-03-07 01:48:00,2026-03-07 01:51:00,v5.5,APAC
2397,7001001,job_run,78,control,2026-06-11 12:43:00,2026-06-11 12:50:00,v3.2,APAC
2398,7001001,export,94,A,2026-02-05 04:33:00,2026-02-05 04:43:00,v3.2,EMEA
2399,7001001,api_call,41,control,2026-06-16 08:06:00,2026-06-16 08:19:00,v5.0,NA-West
2400,7001001,export,101,A,2025-12-06 07:59:00,2025-12-06 08:26:00,v4.6,LATAM
2401,7001001,api_call,121,B,2026-05-21 09:55:00,2026-05-21 10:21:00,v5.8,EMEA
2402,7001008,job_run,133,B,2026-02-14 18:56:00,2026-02-14 19:17:00,v5.5,NA-East
2403,7001008,job_run,17,control,2026-05-09 04:36:00,2026-05-09 04:41:00,v3.4,NA-West
2404,7001008,export,135,control,2026-05-25 05:15:00,2026-05-25 05:31:00,v5.3,NA-East
2405,7001008,dashboard_view,146,B,2026-06-28 06:13:00,2026-06-28 06:27:00,v5.5,NA-East
2406,7001008,job_run,219,B,2026-07-10 22:11:00,2026-07-10 22:26:00,v4.8,LATAM
2407,7001008,login,46,control,2026-03-10 11:40:00,2026-03-10 12:09:00,v5.3,NA-West
2408,7001008,export,100,control,2026-01-21 14:14:00,2026-01-21 14:26:00,v3.4,EMEA
2409,7001008,api_call,54,A,2025-11-18 01:55:00,2025-11-18 01:58:00,v5.4,APAC
2410,7001008,job_run,31,control,2026-05-30 03:08:00,2026-05-30 03:10:00,v5.3,LATAM
2411,7001008,export,97,B,2026-04-07 07:48:00,2026-04-07 07:54:00,v3.6,APAC
2412,7001008,api_call,8,A,2026-03-29 03:15:00,2026-03-29 03:17:00,v4.7,EMEA
2413,7001008,export,178,A,2026-04-25 04:22:00,2026-04-25 04:25:00,v5.1,NA-West
2414,7001008,export,22,B,2026-06-23 03:27:00,2026-06-23 03:50:00,v5.2,LATAM
2415,7001008,dashboard_view,75,A,2026-06-08 20:06:00,2026-06-08 20:22:00,v4.5,LATAM
2416,7001008,api_call,26,control,2025-11-23 06:32:00,2025-11-23 06:56:00,v4.6,NA-East
2417,7001008,export,139,B,2026-04-08 04:05:00,2026-04-08 04:34:00,v4.6,NA-West
2418,7001008,job_run,155,control,2026-01-25 02:11:00,2026-01-25 02:26:00,v5.8,LATAM
2419,7001015,dashboard_view,140,B,2026-03-14 00:23:00,2026-03-14 00:27:00,v3.8,APAC
2420,7001015,api_call,218,control,2025-12-05 16:40:00,2025-12-05 17:08:00,v3.0,LATAM
2421,7001015,job_run,202,B,2026-06-22 00:13:00,2026-06-22 00:16:00,v5.4,NA-West
2422,7001015,dashboard_view,195,A,2026-02-18 19:49:00,2026-02-18 20:17:00,v4.0,LATAM
2423,7001015,dashboard_view,99,A,2025-11-20 13:23:00,2025-11-20 13:46:00,v3.7,APAC
2424,7001015,api_call,207,B,2026-04-05 16:38:00,2026-04-05 17:04:00,v3.6,LATAM
2425,7001015,job_run,30,control,2026-01-05 16:37:00,2026-01-05 17:05:00,v3.4,NA-East
2426,7001015,dashboard_view,192,A,2025-12-20 10:03:00,2025-12-20 10:18:00,v5.5,APAC
2427,7001015,dashboard_view,141,control,2026-05-17 05:54:00,2026-05-17 05:56:00,v5.8,LATAM
2428,7001015,job_run,48,B,2026-01-01 21:59:00,2026-01-01 22:19:00,v4.1,EMEA
2429,7001015,job_run,191,B,2025-12-30 07:40:00,2025-12-30 07:53:00,v5.2,NA-West
2430,7001015,job_run,138,A,2026-06-06 11:40:00,2026-06-06 11:51:00,v3.1,EMEA
2431,7001015,export,179,control,2025-12-09 04:24:00,2025-12-09 04:47:00,v3.4,NA-East
2432,7001015,api_call,84,A,2025-11-22 21:45:00,2025-11-22 22:14:00,v5.4,LATAM
2433,7001015,api_call,185,B,2026-07-08 11:01:00,2026-07-08 11:16:00,v5.4,NA-East
2434,7001015,job_run,211,A,2026-04-15 04:09:00,2026-04-15 04:27:00,v4.3,APAC
2435,7001015,job_run,199,B,2026-06-28 10:05:00,2026-06-28 10:32:00,v4.5,NA-West
2436,7001015,job_run,43,B,2026-05-11 08:28:00,2026-05-11 08:55:00,v3.2,APAC
2437,7001015,job_run,24,A,2026-03-05 04:34:00,2026-03-05 04:59:00,v5.0,NA-West
2438,7001015,login,47,A,2026-01-05 07:25:00,2026-01-05 07:46:00,v3.0,EMEA
2439,7001015,api_call,54,B,2026-03-18 22:33:00,2026-03-18 22:57:00,v5.7,NA-East
2440,7001015,export,171,B,2025-12-12 04:38:00,2025-12-12 04:47:00,v3.2,EMEA
2441,7001015,login,65,A,2026-06-18 13:38:00,2026-06-18 14:01:00,v3.8,NA-West
2442,7001015,job_run,158,B,2026-03-06 21:16:00,2026-03-06 21:20:00,v5.4,EMEA
2443,7001015,login,204,A,2025-12-25 21:47:00,2025-12-25 22:00:00,v5.6,NA-East
2444,7001015,api_call,119,control,2026-05-05 16:34:00,2026-05-05 16:58:00,v4.1,NA-East
2445,7001015,login,61,control,2026-01-14 17:29:00,2026-01-14 17:54:00,v5.3,NA-West
2446,7001015,login,218,control,2026-06-27 21:46:00,2026-06-27 22:11:00,v5.1,NA-West
2447,7001015,login,8,control,2026-06-27 14:08:00,2026-06-27 14:20:00,v5.0,LATAM
2448,7001022,api_call,161,B,2026-06-08 16:46:00,2026-06-08 17:02:00,v4.3,NA-East
2449,7001022,export,53,control,2026-06-24 00:11:00,2026-06-24 00:28:00,v5.8,EMEA
2450,7001022,export,194,B,2026-06-09 20:59:00,2026-06-09 21:22:00,v5.5,EMEA
2451,7001022,export,74,control,2026-02-04 22:16:00,2026-02-04 22:42:00,v3.5,EMEA
2452,7001022,api_call,137,A,2026-05-16 16:28:00,2026-05-16 16:53:00,v5.0,NA-West
2453,7001022,api_call,137,A,2026-03-07 12:32:00,2026-03-07 13:00:00,v3.2,NA-East
2454,7001022,login,142,A,2026-03-03 21:05:00,2026-03-03 21:28:00,v5.6,APAC
2455,7001022,export,94,B,2026-04-20 07:29:00,2026-04-20 07:35:00,v3.1,EMEA
2456,7001022,login,40,A,2025-12-15 10:49:00,2025-12-15 11:02:00,v5.7,APAC
2457,7001022,dashboard_view,46,control,2026-07-07 10:36:00,2026-07-07 10:52:00,v5.4,NA-West
2458,7001022,login,92,control,2026-01-04 05:25:00,2026-01-04 05:35:00,v4.6,APAC
2459,7001022,export,179,A,2026-02-09 02:54:00,2026-02-09 03:00:00,v4.0,NA-East
2460,7001022,api_call,178,B,2026-02-06 21:57:00,2026-02-06 22:01:00,v4.4,APAC
2461,7001022,job_run,7,control,2026-02-18 13:27:00,2026-02-18 13:42:00,v3.5,APAC
2462,7001022,job_run,86,A,2026-07-07 18:14:00,2026-07-07 18:20:00,v3.1,NA-West
2463,7001022,login,27,control,2026-05-30 12:51:00,2026-05-30 13:15:00,v5.5,NA-East
2464,7001022,dashboard_view,119,B,2026-01-18 13:25:00,2026-01-18 13:31:00,v5.1,NA-East
2465,7001022,export,84,A,2026-05-23 23:54:00,2026-05-24 00:15:00,v5.2,EMEA
2466,7001022,export,135,B,2026-04-01 06:57:00,2026-04-01 06:59:00,v3.5,LATAM
2467,7001022,login,7,B,2026-03-17 19:09:00,2026-03-17 19:29:00,v4.0,APAC
2468,7001029,export,11,B,2026-01-15 02:39:00,2026-01-15 02:51:00,v3.3,NA-West
2469,7001029,export,175,A,2026-06-22 14:36:00,2026-06-22 14:58:00,v3.6,EMEA
2470,7001029,dashboard_view,48,control,2025-12-29 02:31:00,2025-12-29 02:46:00,v5.6,EMEA
2471,7001029,job_run,85,B,2025-11-23 11:34:00,2025-11-23 11:51:00,v3.3,NA-East
2472,7001029,dashboard_view,36,B,2025-12-26 11:09:00,2025-12-26 11:30:00,v5.4,NA-East
2473,7001029,api_call,83,control,2026-01-19 07:05:00,2026-01-19 07:16:00,v4.0,NA-West
2474,7001029,api_call,41,B,2025-12-20 22:31:00,2025-12-20 22:47:00,v4.2,NA-West
2475,7001029,job_run,177,control,2026-02-26 22:05:00,2026-02-26 22:25:00,v5.4,NA-East
2476,7001029,login,44,A,2026-05-07 23:35:00,2026-05-07 23:59:00,v5.7,EMEA
2477,7001029,dashboard_view,156,control,2026-01-12 10:09:00,2026-01-12 10:19:00,v4.2,LATAM
2478,7001029,job_run,170,B,2026-01-15 13:52:00,2026-01-15 13:55:00,v4.1,LATAM
2479,7001029,login,188,A,2026-03-20 11:59:00,2026-03-20 12:04:00,v5.7,NA-East
2480,7001029,login,88,B,2026-07-10 02:13:00,2026-07-10 02:39:00,v5.7,NA-West
2481,7001029,export,167,control,2026-07-11 00:42:00,2026-07-11 00:56:00,v5.0,LATAM
2482,7001036,api_call,163,B,2026-01-16 21:55:00,2026-01-16 22:03:00,v3.0,LATAM
2483,7001036,api_call,199,control,2026-04-26 00:18:00,2026-04-26 00:24:00,v3.7,NA-East
2484,7001036,job_run,99,A,2026-04-18 21:46:00,2026-04-18 22:00:00,v4.1,EMEA
2485,7001036,job_run,140,A,2026-05-04 14:33:00,2026-05-04 14:50:00,v3.6,LATAM
2486,7001036,dashboard_view,91,control,2026-04-07 20:47:00,2026-04-07 20:52:00,v3.5,NA-East
2487,7001036,dashboard_view,92,control,2026-05-24 16:23:00,2026-05-24 16:36:00,v5.6,EMEA
2488,7001036,api_call,166,B,2026-07-11 01:22:00,2026-07-11 01:29:00,v3.2,EMEA
2489,7001036,dashboard_view,135,control,2026-06-11 11:32:00,2026-06-11 11:58:00,v5.1,APAC
2490,7001036,api_call,116,A,2026-03-30 23:34:00,2026-03-30 23:49:00,v3.5,APAC
2491,7001036,export,151,control,2026-04-27 10:43:00,2026-04-27 11:08:00,v5.5,NA-East
2492,7001036,export,148,B,2026-01-07 09:31:00,2026-01-07 09:40:00,v4.0,NA-West
2493,7001036,login,91,control,2025-11-30 18:08:00,2025-11-30 18:31:00,v3.7,NA-East
2494,7001036,api_call,129,A,2026-02-14 04:55:00,2026-02-14 05:06:00,v5.1,LATAM
2495,7001036,login,106,A,2025-12-29 07:40:00,2025-12-29 07:48:00,v4.3,EMEA
2496,7001036,job_run,167,B,2026-06-04 19:27:00,2026-06-04 19:31:00,v4.6,LATAM
2497,7001036,export,10,B,2026-02-11 02:23:00,2026-02-11 02:30:00,v4.8,EMEA
2498,7001036,login,173,A,2026-04-18 17:20:00,2026-04-18 17:24:00,v4.3,APAC
2499,7001036,export,158,control,2026-06-04 19:22:00,2026-06-04 19:32:00,v3.2,APAC
2500,7001036,job_run,200,control,2026-06-29 09:22:00,2026-06-29 09:25:00,v3.3,APAC
2501,7001036,dashboard_view,64,A,2026-02-13 08:09:00,2026-02-13 08:16:00,v3.8,EMEA
2502,7001036,dashboard_view,160,control,2026-02-03 03:08:00,2026-02-03 03:11:00,v3.1,NA-East
2503,7001036,login,36,control,2026-06-19 00:11:00,2026-06-19 00:15:00,v4.2,NA-East
2504,7001036,api_call,112,A,2026-05-30 20:18:00,2026-05-30 20:21:00,v4.0,EMEA
2505,7001036,api_call,213,A,2026-04-19 16:00:00,2026-04-19 16:04:00,v5.0,NA-West
2506,7001036,login,198,A,2025-12-19 13:06:00,2025-12-19 13:25:00,v4.5,LATAM
2507,7001036,job_run,127,A,2026-04-07 21:51:00,2026-04-07 21:56:00,v3.6,APAC
2508,7001043,login,54,B,2026-07-12 01:57:00,2026-07-12 02:01:00,v5.7,LATAM
2509,7001043,login,162,A,2026-03-15 20:03:00,2026-03-15 20:30:00,v3.0,NA-West
2510,7001043,dashboard_view,156,control,2026-03-26 08:20:00,2026-03-26 08:40:00,v3.0,EMEA
2511,7001043,export,17,control,2025-12-23 13:44:00,2025-12-23 13:51:00,v3.2,NA-East
2512,7001043,api_call,26,control,2025-12-31 08:42:00,2025-12-31 09:02:00,v5.7,LATAM
2513,7001043,job_run,33,A,2025-12-13 10:56:00,2025-12-13 11:09:00,v4.0,NA-East
2514,7001043,export,138,A,2026-02-07 12:34:00,2026-02-07 13:00:00,v3.6,LATAM
2515,7001043,dashboard_view,193,control,2026-03-16 20:12:00,2026-03-16 20:15:00,v4.1,NA-East
2516,7001043,api_call,112,A,2026-02-15 15:52:00,2026-02-15 15:56:00,v5.6,NA-East
2517,7001043,dashboard_view,83,B,2026-03-17 05:33:00,2026-03-17 05:58:00,v5.5,NA-East
2518,7001043,login,117,A,2025-11-25 20:49:00,2025-11-25 20:50:00,v5.2,APAC
2519,7001043,api_call,55,control,2026-02-18 09:33:00,2026-02-18 09:35:00,v3.2,APAC
2520,7001043,export,119,B,2026-04-11 03:56:00,2026-04-11 04:04:00,v5.3,NA-West
2521,7001043,job_run,133,B,2026-02-28 15:11:00,2026-02-28 15:32:00,v5.1,NA-East
2522,7001043,job_run,169,A,2026-06-04 07:55:00,2026-06-04 08:14:00,v5.3,NA-East
2523,7001043,dashboard_view,32,B,2026-04-25 02:14:00,2026-04-25 02:42:00,v4.4,NA-West
2524,7001043,dashboard_view,109,B,2026-02-22 12:57:00,2026-02-22 12:59:00,v5.0,APAC
2525,7001043,dashboard_view,164,control,2026-04-10 21:38:00,2026-04-10 21:45:00,v5.8,NA-East
2526,7001043,export,123,B,2026-01-02 15:50:00,2026-01-02 15:54:00,v4.5,LATAM
2527,7001043,dashboard_view,105,A,2026-01-14 06:19:00,2026-01-14 06:28:00,v3.5,EMEA
2528,7001050,api_call,156,control,2026-05-31 04:49:00,2026-05-31 04:53:00,v5.1,APAC
2529,7001050,job_run,12,B,2026-01-08 17:50:00,2026-01-08 18:11:00,v3.6,NA-West
2530,7001050,dashboard_view,69,control,2026-01-29 19:17:00,2026-01-29 19:29:00,v3.0,NA-East
2531,7001050,api_call,205,A,2026-06-28 04:23:00,2026-06-28 04:29:00,v3.3,LATAM
2532,7001050,job_run,156,A,2026-05-23 13:01:00,2026-05-23 13:08:00,v3.2,LATAM
2533,7001050,api_call,125,B,2026-02-09 13:23:00,2026-02-09 13:47:00,v3.7,APAC
2534,7001057,api_call,175,A,2026-03-07 14:56:00,2026-03-07 15:21:00,v4.3,LATAM
2535,7001057,job_run,83,A,2026-07-11 12:03:00,2026-07-11 12:12:00,v4.0,NA-East
2536,7001057,api_call,134,control,2025-11-24 21:59:00,2025-11-24 22:09:00,v3.3,NA-West
2537,7001057,dashboard_view,194,control,2026-05-12 17:19:00,2026-05-12 17:31:00,v4.6,NA-East
2538,7001057,dashboard_view,185,control,2026-07-07 19:12:00,2026-07-07 19:24:00,v5.8,NA-East
2539,7001057,export,89,B,2026-03-19 03:54:00,2026-03-19 04:14:00,v4.3,LATAM
2540,7001057,dashboard_view,168,control,2026-01-25 03:24:00,2026-01-25 03:44:00,v3.7,NA-East
2541,7001057,dashboard_view,4,control,2026-06-07 02:37:00,2026-06-07 03:02:00,v5.3,LATAM
2542,7001057,job_run,7,B,2026-01-02 10:36:00,2026-01-02 10:46:00,v3.6,EMEA
2543,7001057,dashboard_view,139,control,2026-06-18 16:33:00,2026-06-18 16:44:00,v5.3,LATAM
2544,7001057,job_run,177,B,2026-03-26 08:04:00,2026-03-26 08:06:00,v5.8,EMEA
2545,7001057,job_run,33,control,2026-06-18 14:19:00,2026-06-18 14:31:00,v5.4,EMEA
